content_id,client_id,baseline_score,suggested_action,reason_codes,impressions_90d,days_since_last_update,avg_position,ctr,engagement_rate,trend_direction
content_0e3323cce5c4,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",433,20,16.9,0.23,0.0,down
content_dbbe2caa8e08,client_f74efabef1,0,monitor,"high_visibility, low_engagement",4379,20,5.5,1.35,4.76,stable
content_6fbfc9c2c221,client_d4735e3a26,0,monitor,low_engagement,2,20,1.5,50.0,0.0,new
content_6b3a5a65c212,client_8722616204,0,monitor,"low_ctr, low_engagement",2,104,6.0,0.0,0.0,flat
content_b0c60469f98a,client_f74efabef1,0,monitor,"low_ctr, low_engagement",19,8,5.6,0.0,0.0,down
content_0a2f8b4bb6e6,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1698,22,8.1,0.47,11.11,down
content_5347460d9d18,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1145,104,18.9,0.26,9.09,down
content_0817fd3129f5,client_d029fa3a95,0,monitor,"high_visibility, low_ctr, low_engagement",1577,20,3.9,0.06,0.0,down
content_935dad48e67d,client_4e07408562,0,monitor,"high_visibility, low_ctr",1837,7,4.7,0.27,25.0,down
content_0eac5bb80381,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",15634,26,25.6,0.28,8.78,down
content_8f16a5524eee,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",829,20,5.3,0.72,0.0,down
content_8a1d282fbc62,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1810,22,11.2,0.39,0.0,stable
content_f421319a6d33,client_19581e27de,0,monitor,"low_ctr, low_engagement",317,22,13.1,0.32,0.0,down
content_938ef57eab09,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",114468,104,21.1,0.26,1.78,down
content_c3e4231878b4,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",15613,25,15.5,0.54,11.48,stable
content_204a8a98fd4f,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",2169,7,6.3,0.18,0.0,down
content_9dd7bca10632,client_19581e27de,0,monitor,"low_ctr, low_engagement",230,104,34.0,0.0,0.0,stable
content_21c32d354846,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1244,104,31.5,0.0,0.0,down
content_2dfe0a3cc206,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",16690,22,8.8,0.02,17.65,down
content_b5b92b3c155f,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",2,20,3.0,0.0,0.0,new
content_2f245d4d5811,client_19581e27de,0,monitor,"low_ctr, low_engagement",185,22,26.3,0.0,0.0,stable
content_b43fe565d3fb,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",900,20,43.9,0.0,5.26,down
content_22d73b317e52,client_1a6562590e,0,monitor,"low_ctr, low_engagement",347,104,14.2,0.0,0.0,stable
content_bbdc171c4bc6,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",14475,20,3.2,0.13,0.0,down
content_c21c8b293c2e,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",9383,15,6.0,0.83,3.23,stable
content_1c9b373dd672,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,6,0.0,0.0,0.0,new
content_1bdd65eb4961,client_a88a7902cb,0,monitor,"low_ctr, low_engagement",1,8,11.0,0.0,0.0,down
content_18ff4734db2d,client_a88a7902cb,0,monitor,"high_visibility, low_ctr, low_engagement",1128,20,28.8,0.18,0.0,down
content_8f3a310305e6,client_19581e27de,0,monitor,"low_ctr, low_engagement",113,22,12.2,0.0,0.0,up
content_0a2b1088a9ee,client_d4735e3a26,0,monitor,low_engagement,3,20,3.7,33.33,0.0,new
content_1b94e9181085,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",337,104,11.4,0.59,0.0,down
content_7251d20694b5,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",18778,104,35.3,0.04,1.25,down
content_ee7cbabbbdcb,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",74,20,42.7,0.0,0.0,down
content_519c47c1b453,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",4258,104,45.3,0.0,0.0,up
content_06979a58380a,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",608,22,37.6,0.0,0.0,up
content_2905a916b5ee,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",702,22,13.1,0.43,3.13,stable
content_24abf98d3cf4,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",6550,25,15.3,0.21,6.67,up
content_3d2aceccb708,client_4e07408562,0,monitor,"low_ctr, low_engagement",365,13,18.8,0.0,0.0,up
content_52eb1350b9ff,client_624b60c58c,0,monitor,"low_ctr, low_engagement",39,8,6.6,0.0,0.0,flat
content_c0b4c660ccdb,client_8527a891e2,0,monitor,"high_visibility, low_ctr, low_engagement",2383,104,14.8,0.08,0.0,stable
content_57a03eb85e75,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",32092,104,9.3,0.09,0.29,down
content_a0461516b383,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1921,104,5.6,0.26,11.11,down
content_77213943b9ac,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",9294,14,13.6,0.39,5.41,down
content_156bcb079c1d,client_19581e27de,0,monitor,"low_ctr, low_engagement",294,104,26.6,0.0,0.0,down
content_e3f3c936e42a,client_6208ef0f77,0,monitor,"low_ctr, low_engagement",191,104,20.5,0.0,0.0,down
content_d0d96bb7f622,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",2435,20,11.2,0.04,0.0,down
content_38f7cf7073f0,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",62,20,25.8,0.0,0.0,up
content_93e31df2f727,client_19581e27de,0,monitor,"low_ctr, low_engagement",276,22,25.4,0.0,0.0,stable
content_e278a4f330ff,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",23850,22,5.2,0.24,7.41,down
content_c5fccd229593,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",170,104,17.1,0.0,0.0,down
content_13af59e1555a,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",905,7,10.2,0.33,0.0,down
content_56cc9d739f50,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_eeb7539434ce,client_19581e27de,0,monitor,"low_ctr, low_engagement",111,104,23.6,0.0,0.0,down
content_7b54c38ece10,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",252,8,7.8,0.0,0.0,down
content_f7261959d3e4,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",1012,13,21.4,0.2,0.0,up
content_da4c0fbfc8ba,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",3420,104,7.1,0.44,3.19,stable
content_0a2c0f4f8c07,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,4.0,0.0,0.0,flat
content_1818502f80f4,client_f369cb89fc,0,monitor,low_engagement,370,20,15.4,1.35,0.0,down
content_6fa36617dcfc,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",9090,104,21.5,0.15,0.24,stable
content_65e4c2bf0531,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",831,20,7.5,0.24,8.33,up
content_f3a075fa8dff,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",4049,20,9.6,0.35,5.88,up
content_7d75f3378a37,client_19581e27de,0,monitor,"low_ctr, low_engagement",39,22,14.2,0.0,0.0,up
content_e614e9244364,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",2659,13,8.1,0.19,6.67,down
content_5fe13e4a7173,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",3978,8,24.4,0.78,2.43,stable
content_bd91e21791bb,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",3,20,5.0,0.0,0.0,down
content_fd444c691e88,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",6143,15,7.1,0.72,1.56,up
content_22ca18be361f,client_9400f1b21c,0,monitor,"low_ctr, low_engagement",38,20,33.3,0.0,0.0,down
content_389e921d03be,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",204,20,8.7,0.0,0.0,down
content_fdf4e2543aec,client_8722616204,0,monitor,"low_ctr, low_engagement",3,20,8.0,0.0,0.0,new
content_e8d554f808f9,client_19581e27de,0,monitor,"low_ctr, low_engagement",24,104,23.5,0.0,0.0,down
content_7f47408edf2d,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",848,104,17.1,0.12,0.0,down
content_385a65ab6446,client_19581e27de,0,monitor,"low_ctr, low_engagement",283,22,5.5,0.0,0.0,up
content_d803d92e00d3,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",3174,20,5.1,0.22,8.33,down
content_a49999b2fd16,client_e629fa6598,0,monitor,"high_visibility, low_ctr, low_engagement",562,22,14.3,0.18,0.0,down
content_d7e642e16c19,client_a88a7902cb,0,monitor,"high_visibility, low_ctr, low_engagement",983,20,3.8,0.0,0.0,down
content_ff1e1db5c019,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",8481,104,22.4,0.05,0.54,down
content_f5b33c763668,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",47686,104,29.6,0.14,6.96,stable
content_5233d9df3f1b,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",730,19,3.7,0.14,0.0,down
content_698fe3b450ac,client_8527a891e2,0,monitor,"low_ctr, low_engagement",273,104,7.6,0.37,0.0,up
content_47334644241e,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",145,19,9.8,0.0,0.0,down
content_263442edd3ee,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",10452,20,6.6,0.07,0.0,up
content_017a8ed47420,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",3,20,4.7,0.0,0.0,down
content_eb570dd6845f,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",2024,20,8.3,0.64,0.0,down
content_7eebdc3f5265,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",94,20,9.3,0.0,0.0,down
content_6f4595d3d1d0,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",733,22,20.9,0.41,0.0,down
content_c966ca5313e5,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",4155,8,24.4,0.05,15.38,down
content_7915b1fbf8da,client_434c9b5ae5,0,monitor,"low_ctr, low_engagement",17,8,6.1,0.0,0.0,up
content_330610ab386b,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1931,20,4.7,0.57,0.0,down
content_a9cfb88ea737,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1741,104,10.4,0.06,0.0,down
content_49b90c089ad0,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",18577,104,13.8,0.39,5.38,down
content_58e01401ef8d,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",800,20,28.0,0.0,0.0,down
content_33146a8d9da7,client_2c624232cd,0,monitor,"low_ctr, low_engagement",152,11,13.0,0.0,13.33,down
content_97e07a69d93b,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",1698,20,7.0,0.24,0.0,down
content_dab329b0f1cb,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",3140,104,27.3,0.03,0.49,stable
content_51bdc2f45b2c,client_8722616204,0,monitor,"low_ctr, low_engagement",16,20,4.9,0.0,0.0,down
content_1a7560472af6,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_3900c6051ca1,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",18281,22,5.6,0.64,3.0,stable
content_c11e40334afd,client_19581e27de,0,monitor,"low_ctr, low_engagement",416,22,17.6,0.0,0.0,down
content_90e10153a72a,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",6715,20,5.4,0.34,17.65,up
content_c54751d19127,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",6217,20,10.2,0.06,0.0,stable
content_e2cee4291bee,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",104,20,12.8,0.0,0.0,down
content_6173e5a6612e,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",160,20,19.4,0.63,0.0,up
content_c09570fb6499,client_d4735e3a26,0,monitor,low_engagement,25,20,6.6,12.0,0.0,down
content_46361d23cf75,client_a88a7902cb,0,monitor,"high_visibility, low_ctr, low_engagement",5152,20,15.0,0.33,4.0,down
content_0a954f7270fd,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",41,20,9.5,0.0,0.0,up
content_5fb3d224ed5a,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",20,20,6.5,0.0,0.0,stable
content_9af2f8394d88,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1300,22,22.7,0.15,0.0,stable
content_fa81397b5422,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",2292,13,22.0,0.35,0.0,up
content_cede186297eb,client_8722616204,0,monitor,"low_ctr, low_engagement",159,8,8.1,0.0,0.0,down
content_dc155fc529bf,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",4465,20,6.9,0.29,0.0,down
content_154099ac7607,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",5162,20,3.0,0.33,0.0,down
content_0a59dc982aa7,client_349c41201b,0,monitor,"low_ctr, low_engagement",141,20,13.1,0.71,0.0,down
content_b9fa0515ab1c,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",287,104,21.7,0.0,0.0,down
content_5d6ff95efb58,client_19581e27de,0,monitor,"low_ctr, low_engagement",200,22,42.8,0.0,0.0,up
content_03b7a0f49f84,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1186,104,66.5,0.0,0.0,down
content_a90410bf0556,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",1661,20,15.9,0.06,0.0,new
content_d92cff9249af,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",9380,8,28.9,0.22,2.6,down
content_4271bae07e03,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",4134,104,32.3,0.12,2.07,down
content_641db3bce858,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1649,22,25.9,0.12,0.0,stable
content_e834d1f80332,client_19581e27de,0,monitor,"low_ctr, low_engagement",57,22,15.4,0.0,0.0,down
content_0c00f16b658a,client_d029fa3a95,0,monitor,"high_visibility, low_ctr, low_engagement",3324,20,13.4,0.15,4.17,down
content_dbd64dd95335,client_e629fa6598,0,monitor,"low_ctr, low_engagement",74,22,66.4,0.0,0.0,stable
content_c252a980302f,client_19581e27de,0,monitor,"low_ctr, low_engagement",253,22,50.9,0.0,0.0,stable
content_f422ed11d6ed,client_19581e27de,0,monitor,"low_ctr, low_engagement",420,22,30.0,0.0,0.0,down
content_ee3833c68977,client_3fdba35f04,0,monitor,"high_visibility, low_ctr",1030,104,18.1,0.49,21.43,down
content_6c506d78b657,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1844,22,16.8,0.11,4.88,stable
content_c2d3553f8ada,client_e629fa6598,0,monitor,"low_ctr, low_engagement",103,22,65.9,0.0,0.0,down
content_8697edaf6b44,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",711,22,35.6,0.14,0.0,down
content_1d4d4b523cd2,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,8,0.0,0.0,0.0,new
content_4f81b031719a,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",13286,20,6.1,0.39,0.0,down
content_bc6ff35fa85b,client_8527a891e2,0,monitor,"low_ctr, low_engagement",19,102,24.9,0.0,0.0,stable
content_3d66cc0dab50,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_a35048d91312,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",90,20,7.8,0.0,0.0,down
content_bb7eaf808751,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1291,104,14.8,0.15,0.0,down
content_43900ff52cf5,client_8527a891e2,0,monitor,"low_ctr, low_engagement",2,20,35.5,0.0,0.0,flat
content_c5dd69e8211d,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",2399,104,7.3,0.13,0.0,stable
content_6129f7bffa72,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1239,22,17.8,0.08,0.0,down
content_310f726b3966,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",2399,104,19.2,0.29,2.38,down
content_8aef4e7438f2,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_4035590fa779,client_19581e27de,0,monitor,"high_visibility, low_ctr",1828,104,7.1,0.22,25.0,down
content_d900c4c21e90,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",13390,26,13.4,0.4,1.8,stable
content_fc0403c1d5f4,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",253,20,6.0,0.0,0.0,down
content_09e961ca8b72,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,6,0.0,0.0,0.0,new
content_ee283b81195e,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",5461,20,11.1,0.42,0.0,down
content_7e97f31ba9bb,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",603,104,0.7,0.0,0.0,down
content_9249c087c527,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_26161b912f27,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",630,20,36.4,0.0,0.0,new
content_b734a525bbce,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",12804,20,3.6,0.3,2.63,down
content_ba7cf4708368,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1272,20,6.6,0.31,0.0,down
content_2b6255b21ae4,client_2c624232cd,0,monitor,"low_ctr, low_engagement",226,22,49.6,0.0,0.0,up
content_1a457f348870,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_6af4169afba3,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",63,20,6.1,0.0,0.0,stable
content_dd9ab01faf99,client_f369cb89fc,0,monitor,low_engagement,6,8,6.0,16.67,0.0,up
content_0ec2bbf83f35,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1550,104,12.3,0.06,0.0,down
content_40d7617aecc1,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1843,20,42.8,0.0,0.0,down
content_649c63664f77,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",12331,20,4.7,0.61,1.45,stable
content_cc2169ad5d2a,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,8,0.0,0.0,0.0,new
content_db48904c158b,client_8527a891e2,0,monitor,"low_ctr, low_engagement",1,104,8.0,0.0,0.0,flat
content_36b688baa3b9,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",14529,104,4.9,0.55,6.19,stable
content_352847c9fbf2,client_8527a891e2,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_01654960faf9,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",5257,104,25.2,0.08,0.39,down
content_27cf0d177c2e,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",2351,20,8.3,0.55,6.67,down
content_0e7133ab0eca,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",836,22,51.2,0.0,0.0,up
content_5ebe639dafce,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",8979,20,19.6,0.17,6.67,stable
content_483bc40c6dde,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",134,20,8.3,0.0,0.0,stable
content_ac77a0ae4185,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",33210,20,6.7,0.42,6.47,up
content_880ca7127bdf,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",982,20,5.3,0.31,0.0,down
content_7b7226ed26a3,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",2918,8,0.8,0.1,0.0,down
content_0bd50f97af71,client_e629fa6598,0,monitor,"low_ctr, low_engagement",56,22,18.2,0.0,6.67,up
content_a167847f65b0,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",25312,26,11.0,0.24,3.18,up
content_c47e82e01e20,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",37344,25,11.4,0.14,0.0,down
content_ea722ae8d999,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,8,0.0,0.0,0.0,new
content_04d4cfe032f3,client_4ec9599fc2,0,monitor,"low_ctr, low_engagement",32,104,30.0,0.0,0.0,down
content_0e600b7c6985,client_19581e27de,0,monitor,"low_ctr, low_engagement",184,20,17.9,0.54,0.0,new
content_d9f6da9d0fef,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",2995,14,30.8,0.07,0.0,down
content_b5b17b2d942c,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",4994,15,10.0,0.34,0.0,stable
content_70a02f6ddf27,client_b4944c6ff0,0,monitor,"high_visibility, low_ctr, low_engagement",1737,20,4.9,0.35,0.0,stable
content_8c6260c5dc8d,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,6,0.0,0.0,0.0,new
content_86d80df3fb6d,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1810,20,13.2,0.0,0.0,down
content_38c24326bfaf,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",560,20,23.3,0.71,0.0,down
content_5b584649c307,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",3,20,2.0,0.0,0.0,stable
content_77364801dd33,client_4ec9599fc2,0,monitor,"high_visibility, low_ctr, low_engagement",922,20,35.9,0.54,13.33,down
content_a2b466522a82,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",7721,104,17.7,0.56,2.52,stable
content_46dafa0983f2,client_d4735e3a26,0,monitor,low_engagement,3,20,0.7,33.33,0.0,new
content_688a606b804c,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1179,104,6.8,0.42,0.0,down
content_abea74cf6a51,client_e629fa6598,0,monitor,"low_ctr, low_engagement",97,22,44.5,0.0,0.0,down
content_298c95887a3e,client_6208ef0f77,0,monitor,"high_visibility, low_engagement",1869,104,13.4,1.02,7.25,stable
content_9421eaf9d73e,client_19581e27de,0,monitor,"low_ctr, low_engagement",33,20,10.5,0.0,0.0,stable
content_50b62b3c7966,client_19581e27de,0,monitor,"low_ctr, low_engagement",272,22,44.5,0.0,0.0,down
content_42654b4e0a10,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1464,104,10.3,0.2,0.0,stable
content_dc5769d82bab,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",2202,20,5.5,0.27,0.0,stable
content_850813776840,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1519,104,25.3,0.13,0.0,down
content_d1bc0303bb56,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",952,104,35.4,0.11,0.0,down
content_4c7d1fedd4e6,client_8527a891e2,0,monitor,"low_ctr, low_engagement",2,20,25.0,0.0,0.0,stable
content_ff6d2248921d,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",12,20,4.8,0.0,0.0,down
content_7163fd77b570,client_6208ef0f77,0,monitor,"low_ctr, low_engagement",69,104,14.7,0.0,0.0,down
content_66e131a41173,client_8527a891e2,0,monitor,"low_ctr, low_engagement",5,98,4.6,0.0,0.0,flat
content_c5cb1d3a8599,client_2c624232cd,0,monitor,"high_visibility, low_ctr, low_engagement",558,11,9.2,0.54,0.0,stable
content_647e8b82ab51,client_4ec9599fc2,0,monitor,"low_ctr, low_engagement",17,20,12.5,0.0,0.0,down
content_e12b08ca2497,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",5382,104,6.9,0.17,5.56,down
content_2708106ab467,client_bbb965ab0c,0,monitor,"low_ctr, low_engagement",391,20,9.5,0.26,8.33,down
content_066d4443ede8,client_d4735e3a26,0,monitor,low_engagement,6,20,1.5,16.67,0.0,stable
content_1877fbda982a,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",614,7,22.0,0.0,0.0,down
content_cc8cc7a09c61,client_19581e27de,0,monitor,"low_ctr, low_engagement",247,22,28.9,0.0,0.0,stable
content_97782101ff80,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,8,0.0,0.0,0.0,new
content_149935d57c79,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",764,20,8.1,0.65,0.0,down
content_40fcf2caf693,client_19581e27de,0,monitor,"low_ctr, low_engagement",299,104,17.8,0.33,0.0,up
content_72cae0f88334,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",950,22,30.7,0.0,0.0,stable
content_5b094f0828fc,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",10356,104,8.0,0.14,0.0,up
content_0c294e9a377b,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",19037,104,20.1,0.13,2.25,down
content_72acf95b21ff,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",37810,104,33.0,0.1,1.82,down
content_034a3e9d38d3,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1130,104,7.6,0.35,0.0,down
content_8f8cd8bd2fa3,client_624b60c58c,0,monitor,"low_ctr, low_engagement",8,8,7.5,0.0,0.0,flat
content_93b5d4e9c022,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1447,22,23.0,0.07,0.0,down
content_bffb5fb92a47,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",2680,13,28.7,0.15,0.0,down
content_6e2368caa550,client_e629fa6598,0,monitor,"low_ctr, low_engagement",223,20,54.6,0.0,0.0,down
content_36e6a6365d61,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",855,20,30.0,0.0,0.0,new
content_b266d40439cc,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",10141,104,23.8,0.49,3.38,stable
content_c27255ba9013,client_8722616204,0,monitor,"low_ctr, low_engagement",1,8,5.0,0.0,0.0,down
content_a8bf1f7f472e,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",630,104,11.4,0.16,0.0,stable
content_9fdc2ddeb732,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",5051,22,48.6,0.02,2.5,stable
content_a8ea555e3f7d,client_9400f1b21c,0,monitor,"low_ctr, low_engagement",305,20,4.2,0.66,0.0,down
content_cd971b090dcc,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,flat
content_1687fc6734e2,client_e629fa6598,0,monitor,"low_ctr, low_engagement",1,20,2.0,0.0,0.0,flat
content_0496a83be8c6,client_f74efabef1,0,monitor,"low_ctr, low_engagement",12,20,30.2,0.0,0.0,new
content_1740f8692294,client_19581e27de,0,monitor,"low_ctr, low_engagement",117,22,13.8,0.0,0.0,down
content_900f828b925b,client_624b60c58c,0,monitor,"high_visibility, low_ctr, low_engagement",2362,20,11.7,0.0,0.0,down
content_0f9305fb9daa,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",2294,104,4.7,0.0,0.0,down
content_afc474b59569,client_7f2253d7e2,0,monitor,high_visibility,2160,20,5.0,1.44,26.67,down
